Date,QQQ,SPY,TLT
2017-05-05,0.1144410612936358,0.09697886203175159,0.12277723845235408
2017-05-08,0.1143684458408134,0.09693795800680313,0.1228218123071594
2017-05-09,0.11437989241695277,0.09695147793535279,0.1227764049031475
2017-05-10,0.11368293427156424,0.09623972553856991,0.12277986880089002
2017-05-11,0.1132447223564233,0.09575257418026023,0.12263916388458763
2017-05-12,0.1131141469196249,0.09578079883636711,0.12280738483965628
2017-05-15,0.11302875113007582,0.09543669930693953,0.12243246279997792
2017-05-16,0.1124943720994061,0.09500911724121949,0.12220475904842927
2017-05-17,0.1147807213234251,0.09626409275904667,0.12307780421454974
2017-05-18,0.11500930368102094,0.09632231461647503,0.12226586064398064
2017-05-19,0.1148774892944085,0.09640817070643927,0.12221061975870114
2017-05-22,0.11468227573757665,0.09634377525982978,0.12223691613587821
2017-05-23,0.11465617958596058,0.09633297266094681,0.12239459419065372
2017-05-24,0.11313091995596065,0.09556029921071128,0.12245196315649165
2017-05-25,0.11321041179422789,0.09545277487706787,0.12239651189392572
2017-05-26,0.11319733596055764,0.09545604967314504,0.12229626912376725
2017-05-30,0.11312161395648912,0.0953986670479797,0.12239118210307844
2017-05-31,0.11312713996651903,0.09536857936425763,0.12239345992797657
2017-06-01,0.1131587380201464,0.09563746662532395,0.12232396581932048
2017-06-02,0.11362765633412711,0.09564494419561374,0.1226879059429713
2017-06-05,0.1134860682848033,0.09558477373241836,0.12199910059742493
2017-06-06,0.11357166815590322,0.09556106197977493,0.12190527357141769
2017-06-07,0.11354840558248416,0.09556424806691817,0.12196955732782716
2017-06-08,0.11354676374876588,0.09552866274585815,0.12187191154688651
2017-06-09,0.1164812860237686,0.09553200017574627,0.12169948541437976
2017-06-12,0.11599636502653761,0.0949939414073704,0.12159517319299672
2017-06-13,0.115826251190382,0.0947113418753925,0.12150625797472758
2017-06-14,0.11594941369353234,0.09469390807683332,0.12250826090422029
2017-06-15,0.11601367156694074,0.09470737130000945,0.12245095308258112
2017-06-16,0.11612448520556086,0.0946817563100707,0.12236610846831149
2017-06-19,0.11646558851534797,0.09488008813482476,0.12222189738787226
2017-06-20,0.1166977583453813,0.0950050632330067,0.12210135989324912
2017-06-21,0.11701078310887084,0.09498602380678495,0.12203447388114629
2017-06-22,0.11696512396266527,0.09496421976827756,0.12204338107898222
2017-06-23,0.116253338620787,0.09415778979793203,0.12150787881623151
2017-06-26,0.10838476578032767,0.0867032330026341,0.11854153405500527
2017-06-27,0.10806381082024585,0.08511282359672671,0.11631189326585457
2017-06-28,0.10687877422505566,0.08374463282696817,0.11632859271597883
2017-06-29,0.10720090864488233,0.08269855171921449,0.11637608979052948
2017-06-30,0.10668522596827057,0.08168123972727737,0.11632609956193514
2017-07-03,0.10723551640726044,0.08167508920398375,0.11548787645704135
2017-07-05,0.10736281146419477,0.08130964158497814,0.11476343446437925
2017-07-06,0.10759148441236425,0.0817277460924384,0.11501417997444732
2017-07-07,0.10802026468759823,0.08192650393980169,0.1151471496213941
2017-07-10,0.10718585661145533,0.08067364870167577,0.11489486463662124
2017-07-11,0.10709631945815187,0.08063173358166979,0.11461423657920176
2017-07-12,0.10757355609774803,0.08065302528086964,0.11371896643940918
2017-07-13,0.10752581085462333,0.08065688744056893,0.11321625028928317
2017-07-14,0.10758730274335238,0.08060511172082309,0.1123376008719711
2017-07-17,0.1075564893196143,0.08058484505346938,0.11207624125457807
2017-07-18,0.10755974978666938,0.08055772900654133,0.11243972740585093
2017-07-19,0.1075664034136171,0.08068505241088457,0.11228436398607002
2017-07-20,0.1070364395953913,0.08060683537677885,0.11220963592255441
2017-07-21,0.10699467695533585,0.08050081384791699,0.11227683741184316
2017-07-24,0.10700806514637544,0.08041156104789556,0.11231746379588298
2017-07-25,0.10706394034916775,0.08036320262129905,0.11303610138954093
2017-07-26,0.10708732760961603,0.08036513887120526,0.11303664585090599
2017-07-27,0.10716977461943775,0.08036248595608671,0.11239682538992006
2017-07-28,0.1071548899057341,0.08038060824726706,0.11256537787620699
2017-07-31,0.10727340661935947,0.08038282312711925,0.11223702852774067
2017-08-01,0.10719285493843844,0.08038637727642571,0.11198999568746493
2017-08-02,0.10686630833552513,0.08007694494808279,0.11154498026468736
2017-08-03,0.10694971446495448,0.08008544216128399,0.11204748097392662
2017-08-04,0.10693582926391654,0.08009323945065494,0.11207731265361036
2017-08-07,0.10671974905882323,0.07974334666317702,0.11162772815071008
2017-08-08,0.10673324347947766,0.07979320512292966,0.11165625652986316
2017-08-09,0.10674696138389721,0.07979570699078642,0.11134295717665237
2017-08-10,0.10900595562348578,0.08108307174124624,0.111616491692548
2017-08-11,0.10916120986708464,0.08098420999667828,0.11128204006998793
2017-08-14,0.10982370204007985,0.08151320912774544,0.11104710634557834
2017-08-15,0.10977119722409838,0.08148306713363969,0.11073941466049007
2017-08-16,0.10958690349622269,0.08128881095984271,0.11078392104488095
2017-08-17,0.1116412053324219,0.08287212046214236,0.11087769074913846
2017-08-18,0.11165013381651145,0.08288001395714228,0.11086241350104474
2017-08-21,0.11166447612471346,0.08285694678673786,0.1107824469377455
2017-08-22,0.1125947243087687,0.08344940047764561,0.11049898154263066
2017-08-23,0.11267730117512662,0.08353892806772269,0.11071755891485495
2017-08-24,0.11250317690037256,0.08339625590597094,0.11075104434003732
2017-08-25,0.11251485124344172,0.08340624194994989,0.11077047743050128
2017-08-28,0.11253576855195581,0.08337193905430751,0.11062904115459601
2017-08-29,0.11257674338829765,0.08325902746285604,0.1098409406826276
2017-08-30,0.11302496049664236,0.08333474924468802,0.1097814497007259
2017-08-31,0.11343075784358567,0.08344089457559027,0.10981591562378396
2017-09-01,0.11344325343951778,0.08344284948687718,0.11005776870542544
2017-09-05,0.1138524881057548,0.08371355426821797,0.11094532172473524
2017-09-06,0.11374722201156745,0.08372597751256766,0.11085163431596882
2017-09-07,0.11375605027601383,0.0837262189431806,0.11134271144820229
2017-09-08,0.11395804768392655,0.08369564755092522,0.11066753234778583
2017-09-11,0.11141318658686508,0.08061896170258954,0.11008667688483458
2017-09-12,0.1101222834361123,0.07949426782312381,0.11020446534243489
2017-09-13,0.10967222922938157,0.07804677079052749,0.1096952642114911
2017-09-14,0.1098225546052154,0.0780460035755953,0.10976524319406475
2017-09-15,0.10887349635285447,0.07749229057803922,0.10968460989774186
2017-09-18,0.1088874497976584,0.07737005357143337,0.10952313476876958
2017-09-19,0.10876169449345012,0.07736875400376428,0.10950297240982289
2017-09-20,0.10883210285243691,0.07736665604579576,0.10944554537487773
2017-09-21,0.10869075478016955,0.07671514654928982,0.10913349611467835
2017-09-22,0.10847204249523758,0.07650741520234548,0.10887125368295887
2017-09-25,0.1088277801182946,0.07630841501013541,0.10906005059417206
2017-09-26,0.10845120467165266,0.07580033174088013,0.10887465852768015
2017-09-27,0.10838146021435555,0.07566640783862023,0.10961922869652779
2017-09-28,0.10838474079439607,0.07554598667170428,0.10963585170423144
2017-09-29,0.10826535506359142,0.07496676673374365,0.1096289660752667
2017-10-02,0.10806427485426144,0.0747416078387108,0.1092965696476807
2017-10-03,0.1080467201102411,0.07469013894833317,0.10926108619054384
2017-10-04,0.1080197637175068,0.07446269734065135,0.10865594008704388
2017-10-05,0.10835363219447297,0.0745521614044426,0.1086232229022126
2017-10-06,0.10834502170782807,0.07457609225439486,0.1085215461530303
2017-10-09,0.10831999921732877,0.07449734604899738,0.10856981642173455
2017-10-10,0.10818445548337963,0.0743872048396469,0.10843247026845042
2017-10-11,0.10712590730862831,0.07317019708431421,0.10843185824883986
2017-10-12,0.10714700862452381,0.07320403687324598,0.10851533406441079
2017-10-13,0.10708782424343094,0.07309157604914682,0.10869345216006916
2017-10-16,0.1071153180678936,0.0730929165773662,0.10779552566778847
2017-10-17,0.1070495975307667,0.0729666502205381,0.10760998780155555
2017-10-18,0.106780145199237,0.072762221930615,0.10775452619012363
2017-10-19,0.10687757853952934,0.07274000817765072,0.10776674743970283
2017-10-20,0.10686926454613527,0.0728214572755572,0.10827047694988784
2017-10-23,0.107096722202388,0.07297286921092062,0.10827501092229998
2017-10-24,0.10652143534244554,0.07289706966154921,0.10836268291299202
2017-10-25,0.10654649074375395,0.07300585801878248,0.10842396877777995
2017-10-26,0.10634554782511299,0.07295358541894703,0.10826958881720952
2017-10-27,0.10987846185660032,0.0732414532765917,0.10794551952037601
2017-10-30,0.10963767220038291,0.07328557320427452,0.10835781017903467
2017-10-31,0.10965115374989091,0.07328472941272245,0.10817981097966553
2017-11-01,0.10931828708078681,0.07283436862063136,0.10827494143786341
2017-11-02,0.10897553651909488,0.07250613447095902,0.10827734776662762
2017-11-03,0.10874357585377326,0.0723370522523473,0.10804283812641725
2017-11-06,0.10866025425342632,0.07231060437491024,0.10773250253579514
2017-11-07,0.10628932774975353,0.06915272026776526,0.10748057232272111
2017-11-08,0.10619201799070628,0.06906105655986161,0.10742641323381258
2017-11-09,0.10632779336515487,0.06850670192524234,0.09866081285129624
2017-11-10,0.10491167501621296,0.06849401343272503,0.0987082202695173
2017-11-13,0.1049089500376547,0.0684241444423731,0.09855556209936145
2017-11-14,0.1044082701663209,0.06849497793576181,0.098577121595999
2017-11-15,0.10379793919724585,0.0683737781696677,0.09903686891553204
2017-11-16,0.10433941018996241,0.06876319836830193,0.09904904655120753
2017-11-17,0.10427758219412063,0.06872219168568725,0.09817194379462041
2017-11-20,0.10418105614626501,0.06866391832382218,0.09812264343346412
2017-11-21,0.10422286112896482,0.06857100563581929,0.09814029991268769
2017-11-22,0.10420546858378739,0.0685796908744691,0.09818209103790725
2017-11-24,0.10410644094197422,0.06859740534886502,0.09814014367995394
2017-11-27,0.10409847918894222,0.0685436139009074,0.09814835568774623
2017-11-28,0.10405125041353443,0.06896988671092177,0.0978978292893298
2017-11-29,0.10567404706516245,0.0689740220805206,0.09834188692679782
2017-11-30,0.1050911979070407,0.06935916931999811,0.09701731577991828
2017-12-01,0.10359306715579819,0.06927341639357527,0.09730132886773966
2017-12-04,0.10437004427164835,0.06930262890862278,0.09705054732769333
2017-12-05,0.10415960994042794,0.0692463448676178,0.09715000355217836
2017-12-06,0.10420685889181422,0.06920739915167938,0.09719239224065042
2017-12-07,0.1035884166009251,0.06813834068810871,0.09719204177842522
2017-12-08,0.10363916534000216,0.06828045829989281,0.0964282998860347
2017-12-11,0.10363354173738924,0.06811154691777552,0.09559904311128846
2017-12-12,0.10350882712098923,0.06809314344776855,0.09559112210486491
2017-12-13,0.10286856915060537,0.06783737407419954,0.09580381835474076
2017-12-14,0.10283541029841876,0.06741075626948606,0.09516960205943692
2017-12-15,0.10334528621369857,0.06775361819958234,0.09511586107572892
2017-12-18,0.10348422711472609,0.06792887947312344,0.0955585271665178
2017-12-19,0.10368561066751682,0.06807117924779829,0.09593353232671248
2017-12-20,0.10367386850839977,0.06801187957218917,0.09646535084076074
2017-12-21,0.10366175655282094,0.06793234105355316,0.09653584565544011
2017-12-22,0.10361116875738469,0.06789426324687729,0.0965177837011124
2017-12-26,0.10381587055704622,0.06791890311935939,0.09653858718916078
2017-12-27,0.10374058337899436,0.06789730045226258,0.09729951018727877
2017-12-28,0.10335805708771138,0.067303816178076,0.09706100994205932
2017-12-29,0.10358561909373067,0.0674506767135664,0.09701662856633848
2018-01-02,0.10424861740016908,0.06760425905364725,0.09765059479153536
2018-01-03,0.10430879262988109,0.06748270491256708,0.09767225424927599
2018-01-04,0.1042241012187085,0.06737234408982481,0.09760950274600273
2018-01-05,0.10450424870331437,0.06760702184960087,0.0964362962769198
2018-01-08,0.10426391397064251,0.06755837868636966,0.09597591730700741
2018-01-09,0.10424908824809749,0.06744602599949735,0.09662325023603918
2018-01-10,0.10430347345690673,0.06748272476564707,0.09662968766811655
2018-01-11,0.10444693160129027,0.06776202963747456,0.09665750949139362
2018-01-12,0.10459209126084325,0.06791240169757627,0.09663908811260563
2018-01-16,0.10464785399806249,0.06803454888554128,0.0965916007662044
2018-01-17,0.10500076535532238,0.06843859880923085,0.09605645757902562
2018-01-18,0.10500321096545731,0.06847591781582246,0.09564200874802045
2018-01-19,0.10500578760937572,0.06841481204769471,0.09553643938972535
2018-01-22,0.10542572298616872,0.06873780123791606,0.09551369488101798
2018-01-23,0.10565512740648707,0.0686542225067517,0.09509665606966929
2018-01-24,0.10580253596246927,0.06845056589801218,0.09500054097444237
2018-01-25,0.10544514585637231,0.06801416272016804,0.09446852652847529
2018-01-26,0.10638322817942321,0.06881456313370146,0.09450197297809759
2018-01-29,0.10655820184901432,0.06918714125338891,0.09471670476810165
2018-01-30,0.10659664251431884,0.06972484813063015,0.09485744412161717
2018-01-31,0.1065854173656798,0.06971869263935966,0.0947877393790028
2018-02-01,0.1068820292524507,0.06974741478965528,0.09570959805415528
2018-02-02,0.10893840323818349,0.07334838543817002,0.09617325483243205
2018-02-05,0.11623182983224321,0.08462418444850808,0.09662147940436822
2018-02-06,0.11900147287027553,0.08670611218294451,0.09665091159579649
2018-02-07,0.11979448681601565,0.08692195859105746,0.09685524879274153
2018-02-08,0.12734453864847795,0.09495128479793896,0.09590278343852762
2018-02-09,0.1283712720953055,0.09589811010090415,0.0954135732893087
2018-02-12,0.1294516291785147,0.09687128196625729,0.09551239902338814
2018-02-13,0.1294346431664996,0.096769100428033,0.09556109926108937
2018-02-14,0.13062888073712522,0.09756446326519985,0.09593504615572755
2018-02-15,0.13171418610269275,0.0982072841480113,0.09587869010278252
2018-02-16,0.13182298729870248,0.09819589008943261,0.09587626255122662
2018-02-20,0.1317851078518178,0.09843792361365379,0.09579937816583137
2018-02-21,0.1317833886494343,0.09845504661066182,0.09657178079337113
2018-02-22,0.13178672257486335,0.09844563581590172,0.09660400190324182
2018-02-23,0.13312637615787642,0.09962875732486565,0.09696542862301112
2018-02-26,0.1336789154155173,0.10022401858564513,0.09632685897183331
2018-02-27,0.13436082706628272,0.10108816995634962,0.0961560625924366
2018-02-28,0.1345064621015244,0.10160913465794422,0.0962945784241911
2018-03-01,0.13526078834130617,0.10185201614955725,0.09504968209116108
2018-03-02,0.13537547896340743,0.1017245455028463,0.09533479107610798
2018-03-05,0.1357469845985821,0.10231524678415657,0.09534224454182462
2018-03-06,0.13574411438964706,0.10226896086479369,0.09522158144595123
2018-03-07,0.135721249709647,0.10220907957173292,0.0951774874881542
2018-03-08,0.1357912672202757,0.10226317889841435,0.09518380665448646
2018-03-09,0.1370203117026525,0.10361984600413965,0.09507331604985059
2018-03-12,0.13704932806021913,0.10360195159871688,0.0951800657187258
2018-03-13,0.13784560713190266,0.10385095271762719,0.09508283250668324
2018-03-14,0.1378055369954864,0.1039162302933673,0.09536113443216448
2018-03-15,0.1377273611100251,0.10362335499844633,0.09459814095725227
2018-03-16,0.13777636104619417,0.1035907443022882,0.09452713193952478
2018-03-19,0.13958483364070381,0.104532185229717,0.09438753992876671
2018-03-20,0.13960329189634121,0.10452346584585828,0.09438637394581785
2018-03-21,0.13875941320820193,0.10367742828073734,0.09403223548797188
2018-03-22,0.14100846840589462,0.10679377954538496,0.09446433747560459
2018-03-23,0.14358675497741424,0.10900140390220536,0.09445600785860513
2018-03-26,0.14810211361533016,0.11225733741381524,0.09447345526635212
2018-03-27,0.15180895246848342,0.11361950207891701,0.0949637872282528
2018-03-28,0.1522179875534083,0.11347049451442265,0.094753424777473
2018-03-29,0.15317692822209542,0.11413276339940288,0.09469157901977368
2018-04-02,0.1560252513377363,0.11622530868674902,0.09434924394111786
2018-04-03,0.15637377924964296,0.11684792030776467,0.09463771128772569
2018-04-04,0.15708533298356583,0.11726957381406886,0.0941333770128788
2018-04-05,0.15715893282334892,0.11749904372081749,0.09427463227128333
2018-04-06,0.1592005686332533,0.1196529800838486,0.0948521076736561
2018-04-09,0.1593233184943805,0.11971266801869425,0.0948511203870564
2018-04-10,0.16073103627188307,0.12068700176850863,0.0947790242573713
2018-04-11,0.16086779969982146,0.120827344627897,0.09473325273662839
2018-04-12,0.16117114987979567,0.12105742644851886,0.09455714049377065
2018-04-13,0.16121060872188583,0.121006299050832,0.09442835212167218
2018-04-16,0.1612745787901838,0.12103492986332055,0.09437943582349449
2018-04-17,0.1624177519379971,0.12117392473394946,0.09436580297841388
2018-04-18,0.16240101897830553,0.1211185126306216,0.09379790000544017
2018-04-19,0.1627212025296698,0.12125267206169968,0.09399287699243347
2018-04-20,0.1634165559831719,0.12136306361781532,0.09418855227176222
2018-04-23,0.16344850641957942,0.12130592191255966,0.09418902669232518
2018-04-24,0.16454253675271083,0.12166938946455542,0.09416998523578438
2018-04-25,0.1644144926647479,0.12156889750243707,0.09363706315993185
2018-04-26,0.1656515043600214,0.12194681029444525,0.09373682261408524
2018-04-27,0.16556965862636477,0.12194709181548845,0.09405470684119756
2018-04-30,0.16575435673766523,0.12219495998309238,0.09404531166320676
2018-05-01,0.1658986761414501,0.12218502315482598,0.09374422769904284
2018-05-02,0.16602984566535803,0.12239910610789324,0.09361125259560062
2018-05-03,0.16598505593536617,0.12241694440999101,0.09371608654165944
2018-05-04,0.16698188722837667,0.12304763788901424,0.09359606198703474
2018-05-07,0.16712605925055485,0.12303350825721178,0.0936063814407086
2018-05-08,0.16713099415389346,0.12303266964180037,0.09344997248818224
2018-05-09,0.1674135171668952,0.1233621373669707,0.09364456588613164
2018-05-10,0.16768286782049147,0.12366817426542841,0.09397960982057292
2018-05-11,0.16768443082391993,0.12366360380494795,0.09401168597088434
2018-05-14,0.1676809942621062,0.12364221237987576,0.09386296803492754
2018-05-15,0.16809148724260048,0.12377219547288329,0.0945148311039261
2018-05-16,0.16815778188436986,0.12381581216918733,0.09451772456202656
2018-05-17,0.16614515651846556,0.12244717128926574,0.09350448298556886
2018-05-18,0.16607094027421457,0.12244151939765287,0.09390247009633293
2018-05-21,0.16610481364542012,0.12249442942978336,0.09387255416136484
2018-05-22,0.16594667080831527,0.12246127283283663,0.09384595011845304
2018-05-23,0.16612048157885437,0.12246948887200704,0.0938950886916355
2018-05-24,0.1660824009007906,0.12248637002991687,0.09406577682188759
2018-05-25,0.16590441253996313,0.12245058371793138,0.09427264008114475
2018-05-29,0.16598444141494398,0.12304244681024808,0.0967704135883662
2018-05-30,0.16610624559669865,0.12369945942562205,0.09688382554157615
2018-05-31,0.16610859021805402,0.12387880042415378,0.09686656809680401
2018-06-01,0.16674587537705562,0.12400450493458419,0.0970113314181436
2018-06-04,0.16661110453603292,0.12404443347780124,0.09654674690614783
2018-06-05,0.16662257557776777,0.12403751426700553,0.09638043899298356
2018-06-06,0.16662464731169113,0.12422229788629306,0.09655715141337001
2018-06-07,0.1668420735681709,0.12421838492417457,0.09693618683550044
2018-06-08,0.1668439358655021,0.12424028467584489,0.09694657883713713
2018-06-11,0.1648192723939202,0.12422349692654931,0.09695192009187856
2018-06-12,0.16475180770850742,0.12422227842452435,0.09695198375787571
2018-06-13,0.16460075775238414,0.12420802508815887,0.09695284545954723
2018-06-14,0.16476640792164018,0.12420810314189103,0.09606708268350846
2018-06-15,0.16473758195417745,0.12419639229566706,0.09606019133350516
2018-06-18,0.1646571267753963,0.12422484993117497,0.09604187341638334
2018-06-19,0.16394923302318684,0.12406293509810182,0.09621292961491568
2018-06-20,0.16382344001666652,0.12384999312802528,0.09617961897666093
2018-06-21,0.1638685407223829,0.12403803501219202,0.09630560486206151
2018-06-22,0.1638947878301763,0.124039799134195,0.09627790026017687
2018-06-25,0.16554254330512702,0.12484899312749581,0.09630600582042444
2018-06-26,0.1654806408130339,0.12486022453036913,0.09624008874247895
2018-06-27,0.16501811873669578,0.12487622507229244,0.09612350099261831
2018-06-28,0.1646420946911917,0.12469937035625737,0.09606757030451657
2018-06-29,0.16362981993273618,0.12435115503593462,0.09576229088581656
2018-07-02,0.1637291685976317,0.12435432343119443,0.09573741380372207
2018-07-03,0.1638059363965888,0.12441663046781695,0.0958313543261336
2018-07-05,0.16396572094691161,0.12463693883310663,0.09587290486320875
2018-07-06,0.1643004301209166,0.12450219225911235,0.09556102321099881
2018-07-09,0.16420413810396156,0.12464628394350502,0.09559031493294193
2018-07-10,0.16411334671375571,0.12468043265434449,0.09558054003339182
2018-07-11,0.16421840285111106,0.1249276979904663,0.09564111809291312
2018-07-12,0.16466087387490627,0.1250230350281224,0.09539672412771406
2018-07-13,0.16465695042394027,0.1250187796850748,0.09521388288211254
2018-07-16,0.1645496907029573,0.1249626262486538,0.09530240159757254
2018-07-17,0.16462714923124477,0.12500738678601864,0.09528464372626538
2018-07-18,0.16455467068461826,0.1250159925887294,0.09497263644475004
2018-07-19,0.16459042755417116,0.125001198176723,0.09518225505048404
2018-07-20,0.16459418821224897,0.12501329255154708,0.09593048993554604
2018-07-23,0.16460368801272268,0.12501070216688526,0.0966212441669877
2018-07-24,0.16459420243551678,0.1250859711646724,0.09660929125190307
2018-07-25,0.16506958235335611,0.12532221199963048,0.09574216332054933
2018-07-26,0.16584407437694643,0.12535694068232886,0.09574709289123472
2018-07-27,0.16631616352247366,0.12556672808632677,0.09563547223481683
2018-07-30,0.16698723162931994,0.12569005503311376,0.09551083915849101
2018-07-31,0.16704541958173072,0.12575881915908535,0.09566104984257105
2018-08-01,0.1670645650211968,0.12576935575221124,0.0957423433096247
2018-08-02,0.1675363175315606,0.12586228189286275,0.09575222025578124
2018-08-03,0.16747831621050205,0.12588862029731185,0.09531495077471636
2018-08-06,0.16754787475161703,0.1259193309216209,0.09494409990086575
2018-08-07,0.16748358839800573,0.12594137733013852,0.09507508994322689
2018-08-08,0.16746133932171844,0.12590701233634494,0.09501600777105587
2018-08-09,0.16745292198431458,0.12592155786672388,0.09523488187044449
2018-08-10,0.16615883331789144,0.12526404532076277,0.09512765195256065
2018-08-13,0.16604372280988033,0.1253402754443455,0.0951472636298437
2018-08-14,0.16570144947859153,0.12512861276632598,0.09503634385827885
2018-08-15,0.16622943696179643,0.12539031635993056,0.09512636532693033
2018-08-16,0.16624405935064165,0.1256071043488152,0.0950539798260992
2018-08-17,0.16485098038837645,0.12457419873695041,0.09476308973073737
2018-08-20,0.16485301913109826,0.1245606040096941,0.09500352874579705
2018-08-21,0.164857452928659,0.12457080123849311,0.0950288838679034
2018-08-22,0.16426671815499122,0.12419651368506716,0.09503629399231585
2018-08-23,0.164220996655841,0.12413855488243926,0.09480244846287607
2018-08-24,0.1643798451394779,0.12421314812053583,0.09475291608707152
2018-08-27,0.16460089083240764,0.12440840128477368,0.09484287137328848
2018-08-28,0.1645892984989861,0.12440655695809585,0.0950271824953712
2018-08-29,0.16489540436536965,0.12449112347280276,0.09497980523818988
2018-08-30,0.1645763792789821,0.12452190028263603,0.09500595113710182
2018-08-31,0.16429272328389777,0.1244121029042441,0.0949820589756875
2018-09-04,0.16436182147935244,0.12443451393896528,0.09485137939500318
2018-09-05,0.1646499661008495,0.12422888545674271,0.09352275596899969
2018-09-06,0.16493855446946842,0.12425630963490404,0.0934089525428287
2018-09-07,0.16500344885066465,0.12428201309965244,0.09319905991248859
2018-09-10,0.16473778179945503,0.12427179174762941,0.09325945813940194
2018-09-11,0.1645378674103703,0.1238977271450111,0.09281106101752411
2018-09-12,0.16457874590262986,0.12386933252503497,0.09270398852018412
2018-09-13,0.16486472380885572,0.12397968425991511,0.09263946863675725
2018-09-14,0.16476760702047588,0.12397659156004776,0.09265910984398387
2018-09-17,0.16546876135771668,0.12411980838647714,0.0926576345170729
2018-09-18,0.1656150019803865,0.12420231320544323,0.0930619520472024
2018-09-19,0.16562256174327175,0.12420249213043057,0.09321469753207903
2018-09-20,0.16587816919518245,0.12442295920017803,0.09333469632913008
2018-09-21,0.16585106503316954,0.12438701692720742,0.0933342430490502
2018-09-24,0.16584804009464288,0.12445190060536901,0.09331522129429558
2018-09-25,0.16544029476841868,0.1244320484560597,0.09309400978891619
2018-09-26,0.1654339099872737,0.1244873419616365,0.09336126710502038
2018-09-27,0.1654086243449985,0.12446390426245937,0.09216070298969906
2018-09-28,0.16540754104766914,0.12446431793752608,0.09215115707462161
2018-10-01,0.16529643710004774,0.1244633915550963,0.0924025799622051
2018-10-02,0.16532971249780898,0.12441606170936058,0.09259924824956825
2018-10-03,0.16532617651687703,0.12440744361933975,0.09418460907720227
2018-10-04,0.1665613176236938,0.12469529440175571,0.09443337591252134
2018-10-05,0.16684530519626403,0.12473679645489326,0.09473772702937469
2018-10-08,0.1669907551661559,0.12472616109018558,0.09475394022670622
2018-10-09,0.16699561788859435,0.12472284112815767,0.09525944519917175
2018-10-10,0.1729128773639274,0.1288082885714083,0.09527442815687619
2018-10-11,0.1733920212519006,0.13075041909044613,0.0960538469070055
2018-10-12,0.175493764315067,0.13143405293601187,0.09600530668932339
2018-10-15,0.17593510194388487,0.13157030391022198,0.09571529449676859
2018-10-16,0.17819417203683677,0.13330745844056405,0.09574753200914023
2018-10-17,0.17819391526489617,0.13330760354068963,0.09590371321306623
2018-10-18,0.17978806510804413,0.13413864385329055,0.09569374009714696
2018-10-19,0.1797414834281111,0.1341419974398929,0.09569211574175414
2018-10-22,0.1797853432870285,0.13414618088609545,0.09513258886165583
2018-10-23,0.1796928900469747,0.13418988923160247,0.09517231815787967
2018-10-24,0.18560692991301214,0.13764158418768,0.09529827990033853
2018-10-25,0.18865252710091615,0.13867411551653888,0.09527109277538011
2018-10-26,0.19045489110859481,0.13982350452653328,0.09541873066567808
2018-10-29,0.18946499452004828,0.1397164504091092,0.0952015291740229
2018-10-30,0.19013737069332262,0.1404216515446432,0.09481808574749895
2018-10-31,0.1915016718828618,0.14080102192421712,0.09494091032835983
2018-11-01,0.1919169033427889,0.1411759299980701,0.09483126939965164
2018-11-02,0.1925812968263029,0.14131526431991537,0.09549261280307737
2018-11-05,0.19238858082105456,0.14137865883244682,0.09553908989822812
2018-11-06,0.19249738503874603,0.14150059782461993,0.09545256611467656
2018-11-07,0.1949553754461813,0.14305403551889337,0.09535872126971935
2018-11-08,0.1950509541014518,0.14306615465081676,0.09534067481096989
2018-11-09,0.19574366696617937,0.1433723364836871,0.09562553659620746
2018-11-12,0.19815156395907738,0.14463601350784155,0.09470896038436025
2018-11-13,0.1981503284137191,0.14465147644759105,0.0946814585444092
2018-11-14,0.19827250856038617,0.14480458032539126,0.09442593924737051
2018-11-15,0.1989399022653135,0.14505961192708192,0.09376499739917947
2018-11-16,0.19859645639457627,0.14484707971221483,0.09358044656472053
2018-11-19,0.2012618110727627,0.14583542502184602,0.09331497562925171
2018-11-20,0.20208121616625868,0.1470332108913992,0.09331679212607126
2018-11-21,0.2019358445278552,0.14693087758077683,0.09325380367511425
2018-11-23,0.20207126795304586,0.14708761381442387,0.09319700397208436
2018-11-26,0.203338136528739,0.147938067035377,0.0931851024843652
2018-11-27,0.20336040471812172,0.14796958690461293,0.09318842758556473
2018-11-28,0.20583451723672147,0.14938924017648525,0.09328813558750912
2018-11-29,0.20508752911798825,0.14940707327016947,0.09288558279893369
2018-11-30,0.20504687930025509,0.14927928272365362,0.09291733310180432
2018-12-03,0.20569557992011964,0.14982227150044305,0.09218814543806551
2018-12-04,0.2090003398421043,0.1533504117600016,0.09373466297531118
2018-12-06,0.2091050230975718,0.15331268297638906,0.09365158530481706
2018-12-07,0.21172721298851901,0.15509626198188303,0.09360307903942766
2018-12-10,0.2119487415158218,0.15507671985568444,0.09338527288719896
2018-12-11,0.21193034514751527,0.15498429418139525,0.09338504809165392
2018-12-12,0.2119695965190946,0.15503566667072693,0.09346575300966188
2018-12-13,0.21196278775265187,0.15502735502622011,0.09349194122600142
2018-12-14,0.21339066107898008,0.15613478043666779,0.09324625651819192
2018-12-17,0.21461498671246285,0.1573135825668604,0.09333467811870552
2018-12-18,0.2144093880236914,0.15709268924533049,0.09345538946208022
2018-12-19,0.21566448232409363,0.15766409969863604,0.09396991745061206
2018-12-20,0.21607118450188484,0.15844438469062747,0.09314166381240951
